slug,titulo,ano,tipo,qualidade,generos,download,meta_chars,title_chars
shootfighter-o-combate-mortal,Shootfighter: O Combate Mortal,1993,Filme,1080p,1,True,126,73
sicario-perigo-no-abrigo,Sicario - Perigo no Abrigo,2021,Filme,1080p,3,True,122,69
side-quest-1a-temporada,Side Quest 1ª Temporada,2025,Série,1080p,0,True,119,66
siga-minha-voz,Siga Minha Voz,2025,Filme,1080p,2,True,110,57
sight,Sight,2024,Filme,1080p,1,True,101,48
silencioso-e-mortal,Silencioso e Mortal,2024,Filme,1080p,3,True,115,62
silent-zone,Silent Zone,2025,Filme,1080p,2,True,107,54
silo-1a-temporada,Silo 1ª Temporada,2023,Série,1080p,0,True,113,60
silo-2a-temporada,Silo 2ª Temporada,2024,Série,1080p,0,True,113,60
silvio,Silvio,2024,Filme,1080p,2,True,102,49
silvio-santos-vem-ai,Silvio Santos Vem Aí!,2025,Filme,1080p,3,True,117,64
sim-senhor,Sim Senhor,2008,Filme,1080p,2,True,106,53
sim-chef-e-natal,"Sim, Chef! É Natal!",2023,Filme,1080p,2,True,115,62
sinais-de-amor,Sinais de Amor,2022,Filme,1080p,2,True,110,57
sinal-de-morte,Sinal de Morte,2024,Filme,1080p,3,True,110,57
sinfonia-de-guerra,Sinfonia de Guerra,2025,Filme,1080p,3,True,114,61
sing-sing,Sing Sing,2024,Filme,1080p,1,True,105,52
sing-thriller,Sing: Thriller,2024,Filme,1080p,5,True,110,57
sintonia-1a-temporada,Sintonia 1ª Temporada,2019,Série,1080p,0,True,117,64
sintonia-2a-temporada,Sintonia 2ª Temporada,2021,Série,1080p,0,True,117,64
sintonia-3a-temporada,Sintonia 3ª Temporada,2022,Série,1080p,0,True,117,64
sintonia-4a-temporada,Sintonia 4ª Temporada,2023,Série,1080p,0,True,117,64
sintonia-5a-temporada,Sintonia 5ª Temporada,2025,Série,1080p,0,True,117,64
dominique-2,Dominique,2024,Filme,1080p,2,True,105,52
sira,Sira,2023,Filme,1080p,1,True,100,47
sisu-estrada-da-vinganca,Sisu: Estrada da Vingança,2025,Filme,1080p,2,True,121,68
sisu-uma-historia-de-determinacao,Sisu: Uma História de Determinação,2022,Filme,1080p,3,True,130,77
skeleton-crew-1a-temporada,Skeleton Crew 1ª Temporada,2024,Série,1080p,1,True,122,69
skincare,Skincare,2024,Filme,1080p,2,True,104,51
skunk-no-limite-da-violencia,Skunk: No Limite da Violência,2024,Filme,1080p,1,True,125,72
sky-force,Sky Force,2025,Filme,1080p,2,True,105,52
skyscraper-live,Skyscraper Live,2026,Filme,1080p,2,True,111,58
slime-uma-aventura-pegajosa,Slime - Uma Aventura Pegajosa,2020,Filme,1080p,2,True,125,72
slime-uma-aventura-pegajosa-2,Slime - Uma Aventura Pegajosa 2,2021,Filme,1080p,2,True,127,74
slime-uma-aventura-pegajosa-3,Slime - Uma Aventura Pegajosa 3,2022,Filme,1080p,2,True,127,74
slow-horses-1a-temporada,Slow Horses 1ª Temporada,2022,Série,1080p,0,True,120,67
slow-horses-2a-temporada,Slow Horses 2ª Temporada,2022,Série,1080p,0,True,120,67
slow-horses-3a-temporada,Slow Horses 3ª Temporada,2023,Série,1080p,0,True,120,67
slow-horses-4a-temporada,Slow Horses 4ª Temporada,2024,Série,1080p,0,True,120,67
slow-horses-5a-temporada,Slow Horses 5ª Temporada,2025,Série,1080p,0,True,120,67
small-town-big-story-1a-temporada,"Small Town, Big Story 1ª Temporada",2025,Série,1080p,0,True,130,77
evie-3,Evie,2025,Filme,1080p,3,True,100,47
snoopy-apresenta-um-musical-de-verao,Snoopy Apresenta: Um Musical de Verão,2025,Filme,1080p,2,True,133,80
snowden-heroi-ou-traidor,Snowden: Herói ou Traidor,2016,Filme,1080p,4,True,121,68
sob-custodia,Sob Custódia,2024,Filme,1080p,3,True,108,55
sob-fogo,Sob Fogo,2025,Filme,1080p,3,True,104,51
sob-a-lei-do-crime,Sob a Lei do Crime,2022,Filme,1080p,2,True,114,61
sob-a-lua-cheia,Sob a Lua Cheia,2024,Filme,1080p,2,True,111,58
sob-as-estrelas,Sob as Estrelas,2023,Filme,1080p,1,True,111,58
sob-as-aguas-do-sena,Sob as Águas do Sena,2024,Filme,1080p,4,True,116,63
sob-o-silencio-das-aguas,Sob o Silêncio das Águas,2023,Filme,1080p,3,True,120,67
soberano,Soberano,2025,Filme,1080p,3,True,104,51
sobrenatural,Sobrenatural,2011,Filme,1080p,2,True,108,55
sobrenatural-a-origem,Sobrenatural: A Origem,2015,Filme,1080p,2,True,118,65
sobrenatural-a-porta-vermelha,Sobrenatural: A Porta Vermelha,2023,Filme,1080p,2,True,126,73
sobrenatural-a-ultima-chave,Sobrenatural: A Última Chave,2018,Filme,1080p,2,True,124,71
sobrenatural-capitulo-2,Sobrenatural: Capítulo 2,2013,Filme,1080p,2,True,120,67
sobreviva-ou-morra-tentando,Sobreviva ou Morra Tentando,2021,Filme,1080p,3,True,123,70
sobrevivendo-na-america,Sobrevivendo na América,2023,Filme,1080p,1,True,119,66
sobreviventes,Sobreviventes,2025,Filme,1080p,1,True,109,56
sobreviventes-1a-temporada,Sobreviventes 1ª Temporada,2025,Série,1080p,0,True,122,69
sociedade-da-justica-2a-guerra-mundial,Sociedade da Justiça: 2ª Guerra Mundial,2021,Filme,1080p,3,True,135,82
sociedade-das-sombras,Sociedade das Sombras,2024,Filme,1080p,3,True,117,64
soldado-de-chumbo,Soldado de Chumbo,2025,Filme,1080p,2,True,113,60
soldado-em-furia,Soldado em Fúria,2025,Filme,1080p,2,True,112,59
solo-leveling-1a-temporada,Solo Leveling 1ª Temporada,2024,Série,1080p,0,True,122,69
solo-leveling-2a-temporada,Solo Leveling 2ª Temporada,2025,Série,1080p,0,True,122,69
solo-mio,Solo Mio,2026,Filme,1080p,2,True,104,51
solteira-quase-surtando,Solteira Quase Surtando,2020,Filme,1080p,1,True,119,66
som-da-esperanca-a-historia-de-possum-trot,Som da Esperança: A História de Possum Trot,2024,Filme,1080p,1,True,139,86
som-da-liberdade,Som da Liberdade,2023,Filme,1080p,3,True,112,59
sombra-da-morte,Sombra da Morte,2026,Filme,1080p,2,True,111,58
sombras-sinistras,Sombras Sinistras,2021,Filme,1080p,1,True,113,60
sombras-do-deserto,Sombras do Deserto,2022,Filme,1080p,1,True,114,61
sombras-do-passado,Sombras do Passado,2023,Filme,1080p,2,True,114,61
sombras-no-deserto,Sombras no Deserto,2025,Filme,1080p,1,True,114,61
sombras-a-luz-do-dia,Sombras à Luz do Dia,2023,Filme,1080p,1,True,116,63
song-sung-blue-um-sonho-a-dois,Song Sung Blue: Um Sonho a Dois,2025,Filme,1080p,2,True,127,74
sonhador-americano,Sonhador Americano,2022,Filme,1080p,1,True,114,61
sonhar-com-leoes,Sonhar com Leões,2025,Filme,1080p,4,True,112,59
sonho-de-arrocha,Sonho de Arrocha,2026,Filme,1080p,1,True,112,59
sonhos,Sonhos,2025,Filme,1080p,2,True,102,49
sonhos-de-trem,Sonhos de Trem,2025,Filme,,1,True,93,57
sonic-2-o-filme,Sonic 2: O Filme,2022,Filme,1080p,4,True,112,59
sonic-3-o-filme,Sonic 3: O Filme,2024,Filme,1080p,4,True,112,59
sonic-o-filme,Sonic: O Filme,2020,Filme,1080p,5,True,110,57
sorria-smile,Sorria (Smile),2022,Filme,1080p,3,True,110,57
sorria-2-smile-2,Sorria 2 (Smile 2),2024,Filme,1080p,2,True,114,61
south-park-o-fim-da-obesidade,South Park: O Fim da Obesidade,2024,Filme,1080p,2,True,126,73
sovereign,Sovereign,2025,Filme,1080p,3,True,105,52
sozinha-com-voce,Sozinha Com Você,2022,Filme,1080p,2,True,112,59
space-wars-em-busca-da-deepstar,Space Wars: Em Busca da Deepstar,2023,Filme,1080p,3,True,128,75
sparkle-um-conto-magico,Sparkle: Um Conto Mágico,2023,Filme,1080p,3,True,120,67
spartacus-house-of-ashur-1a-temporada,Spartacus: House of Ashur 1ª Temporada,2025,Série,1080p,0,True,134,81
spiderhead,Spiderhead,2022,Filme,1080p,2,True,106,53
spinal-tap-2-o-ultimo-ato,Spinal Tap 2 – O Último Ato,2025,Filme,1080p,2,True,123,70
spithood,Spithood,2024,Filme,1080p,2,True,104,51
splinter-cell-deathwatch-1a-temporada,Splinter Cell: Deathwatch 1ª Temporada,2025,Série,1080p,0,True,134,81
springsteen-salve-me-do-desconhecido,Springsteen: Salve-me do Desconhecido,2025,Filme,1080p,2,True,133,80
squad-36,Squad 36,2025,Filme,1080p,3,True,104,51
sr-sra-smith-1a-temporada,Sr. & Sra. Smith 1ª Temporada,2024,Série,1080p,0,True,125,72
sr-crocket,Sr. Crocket,2024,Filme,1080p,1,True,107,54
star-trek-academia-da-frota-estelar-1a-temporada,Star Trek: Academia da Frota Estelar 1ª Temporada,2026,Série,1080p,0,True,145,92
star-trek-secao-31,Star Trek: Seção 31,2025,Filme,1080p,2,True,115,62
star-trek-strange-new-worlds-1a-temporada,Star Trek: Strange New Worlds 1ª Temporada,2022,Série,1080p,0,True,138,85
star-trek-strange-new-worlds-2a-temporada,Star Trek: Strange New Worlds 2ª Temporada,2023,Série,1080p,0,True,138,85
star-trek-strange-new-worlds-3a-temporada,Star Trek: Strange New Worlds 3ª Temporada,2025,Série,1080p,0,True,138,85
star-wars-andor-1a-temporada,Star Wars: Andor 1ª Temporada,2022,Série,1080p,0,True,125,72
star-wars-andor-1a-temporada-2,Star Wars: Andor 1ª Temporada,2025,Série,1080p,0,True,125,72
star-wars-episodio-i-a-ameaca-fantasma,Star Wars: Episódio I - A Ameaça Fantasma,1999,Filme,1080p,4,True,137,84
star-wars-episodio-ii-ataque-dos-clones,Star Wars: Episódio II - Ataque dos Clones,2002,Filme,1080p,4,True,138,85
star-wars-episodio-iii-a-vinganca-dos-sith,Star Wars: Episódio III - A Vingança dos Sith,2005,Filme,1080p,4,True,141,88
star-wars-historias-do-submundo-1a-temporada,Star Wars: Histórias do Submundo 1ª Temporada,2025,Série,1080p,0,True,141,88
star-wars-lendas-do-imperio-1a-temporada,Star Wars: Lendas do Império 1ª Temporada,2024,Série,1080p,0,True,137,84
star-wars-the-bad-batch-1a-temporada,Star Wars: The Bad Batch 1ª Temporada,2021,Série,1080p,0,True,133,80
star-wars-the-bad-batch-2a-temporada,Star Wars: The Bad Batch 2ª Temporada,2023,Série,1080p,0,True,133,80
star-wars-the-bad-batch-3a-temporada,Star Wars: The Bad Batch 3ª Temporada,2024,Série,1080p,1,True,133,80
star-wars-the-clone-wars-1a-temporada,Star Wars: The Clone Wars 1ª Temporada,2008,Série,1080p,0,True,134,81
star-wars-the-clone-wars-2a-temporada,Star Wars: The Clone Wars 2ª Temporada,2009,Série,1080p,0,True,134,81
star-wars-the-clone-wars-3a-temporada,Star Wars: The Clone Wars 3ª Temporada,2010,Série,1080p,0,True,134,81
star-wars-the-clone-wars-4a-temporada,Star Wars: The Clone Wars 4ª Temporada,2011,Série,1080p,0,True,134,81
star-wars-the-clone-wars-5a-temporada,Star Wars: The Clone Wars 5ª Temporada,2012,Série,1080p,0,True,134,81
star-wars-the-clone-wars-6a-temporada,Star Wars: The Clone Wars 6ª Temporada,2014,Série,1080p,0,True,134,81
star-wars-the-clone-wars-7a-temporada,Star Wars: The Clone Wars 7ª Temporada,2020,Série,1080p,0,True,134,81
star-wars-visions-1a-temporada,Star Wars: Visions 1ª Temporada,2021,Série,1080p,0,True,127,74
star-wars-visions-2a-temporada,Star Wars: Visions 2ª Temporada,2023,Série,1080p,0,True,127,74
star-wars-visions-3a-temporada,Star Wars: Visions 3ª Temporada,2025,Série,1080p,0,True,127,74
stargate-a-chave-para-o-futuro-da-humanidade,Stargate - A Chave para o Futuro da Humanidade,1994,Filme,1080p,3,True,142,89
stargate-a-arca-da-verdade,Stargate: A Arca da Verdade,2008,Filme,1080p,3,True,123,70
stargate-linha-do-tempo,Stargate: Linha do Tempo,2008,Filme,1080p,3,True,120,67
stephen,Stephen,2025,Filme,1080p,1,True,103,50
steve,Steve,2025,Filme,1080p,1,True,101,48
stick-1a-temporada,Stick 1ª Temporada,2025,Série,1080p,0,True,114,61
stigmata,Stigmata,1999,Filme,,3,True,87,51
sting-aranha-assassina,Sting: Aranha Assassina,2024,Filme,1080p,1,True,119,66
stitch-o-filme,Stitch! O Filme,2003,Filme,1080p,3,True,111,58
stolen-girl,Stolen Girl,2025,Filme,1080p,2,True,107,54
storm-rider-legend-of-hammerhead,Storm Rider: Legend of Hammerhead,2026,Filme,1080p,3,True,129,76
stranger-things-1a-temporada,Stranger Things 1ª Temporada,2016,Filme,1080p,3,True,124,71
stranger-things-2a-temporada,Stranger Things 2ª Temporada,2017,Série,1080p,0,True,124,71
stranger-things-3a-temporada,Stranger Things 3ª Temporada,2019,Série,1080p,0,True,124,71
stranger-things-4a-temporada,Stranger Things 4ª Temporada,2022,Série,1080p,0,True,124,71
stranger-things-5a-temporada,Stranger Things 5ª Temporada,2025,Série,1080p,0,True,124,71
street-flow,Street Flow,2019,Filme,1080p,2,True,107,54
street-flow-2,Street Flow 2,2023,Filme,1080p,1,True,109,56
street-flow-3,Street Flow 3,2026,Filme,1080p,1,True,109,56
sua-alma-sera-minha,Sua Alma Será Minha,2022,Filme,1080p,1,True,115,62
sua-culpa,Sua Culpa,2024,Filme,1080p,3,True,105,52
suando-frio,Suando Frio,2018,Filme,1080p,1,True,107,54
suaves-e-discretas,Suaves e Discretas,2022,Filme,1080p,2,True,114,61
subterraneo,Subterrâneo,2021,Filme,1080p,2,True,107,54
suburbicon-bem-vindos-ao-paraiso,Suburbicon: Bem-vindos ao Paraíso,2017,Filme,1080p,4,True,129,76
sugar-1a-temporada,Sugar 1ª Temporada,2024,Série,1080p,0,True,114,61
sugar-baby,Sugar Baby,2018,Filme,1080p,1,True,106,53
sugar-baby-2,Sugar Baby,2024,Filme,1080p,3,True,106,53
sugarcane,Sugarcane,2024,Filme,1080p,1,True,105,52
sugarplum-a-especialista-em-natal,Sugarplum: A Especialista em Natal,2024,Filme,1080p,2,True,130,77
suits-la-1a-temporada,Suits LA 1ª Temporada,2025,Série,1080p,0,True,117,64
sully-o-heroi-do-rio-hudson,Sully: O Herói do Rio Hudson,2016,Filme,1080p,3,True,124,71
suncoast,Suncoast,2024,Filme,1080p,2,True,104,51
sunny-1a-temporada,Sunny 1ª Temporada,2024,Série,1080p,0,True,114,61
super-bola-de-pelos-salva-o-futuro,Super Bola de Pelos: Salva o Futuro,2022,Filme,1080p,2,True,131,78
super-cubo-1a-temporada,Super Cubo 1ª Temporada,2025,Série,1080p,0,True,119,66
super-velozes-mega-furiosos,"Super Velozes, Mega Furiosos",2015,Filme,1080p,2,True,124,71
super-wings-em-velocidade-maxima,Super Wings: Em Velocidade Máxima,2023,Filme,1080p,3,True,129,76
super-heroi-o-filme,Super-Herói: O Filme,2008,Filme,1080p,3,True,116,63
super-man-a-historia-de-christopher-reeve,Super/Man: A História de Christopher Reeve,2024,Filme,1080p,3,True,138,85
superacao-o-milagre-da-fe,Superação: O Milagre da Fé,2019,Filme,1080p,2,True,122,69
superboys-de-malegaon,Superboys de Malegaon,2025,Filme,1080p,2,True,117,64
superman,Superman,2025,Filme,1080p,3,True,104,51
superman-e-lois-1a-temporada,Superman e Lois 1ª Temporada,2021,Série,1080p,0,True,124,71
superman-e-lois-2a-temporada,Superman e Lois 2ª Temporada,2022,Série,1080p,0,True,124,71
superman-e-lois-3a-temporada,Superman e Lois 3ª Temporada,2023,Série,1080p,0,True,124,71
superman-e-lois-4a-temporada,Superman e Lois 4ª Temporada,2024,Série,1080p,0,True,124,71
surrealestate-1a-temporada,SurrealEstate 1ª Temporada,2021,Série,1080p,0,True,122,69
surrealestate-2a-temporada,SurrealEstate 2ª Temporada,2023,Série,1080p,3,True,122,69
surrealestate-3a-temporada,SurrealEstate 3ª Temporada,2025,Série,1080p,0,True,122,69
suzume,Suzume,2022,Filme,1080p,4,True,102,49
sweet-home-1a-temporada,Sweet Home 1ª Temporada,2020,Série,1080p,0,True,119,66
sweet-home-2a-temporada,Sweet Home 2ª Temporada,2023,Série,1080p,0,True,119,66
sweet-home-3a-temporada,Sweet Home 3ª Temporada,2024,Série,1080p,0,True,119,66
sweet-river,Sweet River,2021,Filme,1080p,2,True,107,54
sweet-tooth,Sweet Tooth,2024,Série,1080p,0,True,107,54
sweethearts,Sweethearts,2024,Filme,1080p,2,True,107,54
swingers-troca-de-casais,Swingers – Troca de Casais,2019,Filme,1080p,1,True,122,69
to-be-hero-x-1a-temporada,TO BE HERO X 1ª Temporada,2025,Série,1080p,0,True,121,68
tron-ares,TRON: Ares,2025,Filme,1080p,3,True,106,53
tabuleiro-das-almas,Tabuleiro das Almas,2009,Filme,1080p,1,True,115,62
tal-pai-tal-filho,"Tal Pai, Tal Filho",2022,Filme,1080p,1,True,114,61
tarde-demais-para-voltar,Tarde Demais Para Voltar,2024,Filme,1080p,2,True,120,67
tartarugas-ate-la-embaixo,Tartarugas Até Lá Embaixo,2024,Filme,1080p,2,True,121,68
tartarugas-ninjas-historias-mutantes-1a-temporada,Tartarugas Ninjas: Histórias Mutantes 1ª Temporada,2024,Série,1080p,0,True,146,93
task-unidade-especial-1a-temporada,Task – Unidade Especial 1ª Temporada,2025,Série,1080p,0,True,132,79
tatsuki-fujimoto-17-26-1a-temporada,Tatsuki Fujimoto 17-26 1ª Temporada,2025,Série,1080p,0,True,131,78
tau,Tau,2018,Filme,1080p,2,True,99,46
teacup-1a-temporada,Teacup 1ª Temporada,2024,Série,1080p,0,True,115,62
technoboys,Technoboys,2024,Filme,1080p,2,True,106,53
ted-lasso-1a-temporada,Ted Lasso 1ª Temporada,2020,Série,1080p,0,True,118,65
ted-lasso-2a-temporada,Ted Lasso 2ª Temporada,2021,Série,1080p,0,True,118,65
ted-lasso-3a-temporada,Ted Lasso 3ª Temporada,2023,Série,1080p,0,True,118,65
ted-a-serie-1a-temporada,Ted - A Série 1ª Temporada,2024,Série,1080p,0,True,122,69
tee-yai-nascido-para-o-mal,Tee Yai: Nascido para o Mal,2025,Filme,1080p,3,True,123,70
teen-wolf-1a-temporada,Teen Wolf 1ª Temporada,2011,Série,1080p,0,True,118,65
teen-wolf-2a-temporada,Teen Wolf 2ª Temporada,2012,Série,1080p,0,True,118,65
teen-wolf-3a-temporada,Teen Wolf 3ª Temporada,2013,Série,1080p,0,True,118,65
teen-wolf-4a-temporada,Teen Wolf 4ª Temporada,2014,Série,1080p,0,True,118,65
teen-wolf-5a-temporada,Teen Wolf 5ª Temporada,2015,Série,1080p,0,True,118,65
teen-wolf-6a-temporada,Teen Wolf 6ª Temporada,2016,Série,1080p,0,True,118,65
teera-1a-temporada,Teerã 1ª Temporada,2020,Série,1080p,0,True,114,61
teera-2a-temporada,Teerã 2ª Temporada,2022,Série,1080p,0,True,114,61
teera-3a-temporada,Teerã 3ª Temporada,2026,Série,1080p,0,True,114,61
teia-de-vinganca,Teia de Vingança,2023,Filme,1080p,2,True,112,59
temos-vagas,Temos Vagas,2024,Filme,1080p,1,True,107,54
tempero-fatal-um-misterio-de-hannah-swensen,Tempero Fatal: Um Mistério de Hannah Swensen,2023,Filme,1080p,3,True,140,87
tempestade-acida,Tempestade Ácida,2023,Filme,1080p,2,True,112,59
tempestade-planeta-em-furia,Tempestade: Planeta em Fúria,2017,Filme,1080p,3,True,124,71
tempo-old,Tempo (Old),2021,Filme,1080p,3,True,107,54
tempo-de-guerra,Tempo de Guerra,2025,Filme,1080p,2,True,111,58
temporada-de-caca,Temporada de Caça,2013,Filme,1080p,2,True,113,60
temporada-de-sangue,Temporada de Sangue,2025,Filme,1080p,3,True,115,62
tentacao-perigosa,Tentação Perigosa,2023,Filme,1080p,2,True,113,60
terapia-nas-montanhas,Terapia nas Montanhas,2022,Filme,1080p,1,True,117,64
teresa-de-avila,Teresa de Ávila,2023,Filme,1080p,1,True,111,58
terra-assombrada,Terra Assombrada,2018,Filme,,3,True,95,59
terra-indomavel-1a-temporada,Terra Indomável 1ª Temporada,2025,Série,1080p,0,True,124,71
terra-selvagem,Terra Selvagem,2017,Filme,1080p,4,True,110,57
terra-da-mafia-1a-temporada,Terra da Máfia 1ª Temporada,2025,Série,1080p,0,True,123,70
terra-de-pistoleiros,Terra de Pistoleiros,2025,Filme,1080p,2,True,116,63
terremoto-magnitude-9-5,Terremoto Magnitude 9.5,2023,Filme,1080p,2,True,119,66
terrifier,Terrifier,2018,Filme,1080p,2,True,105,52
terrifier-2,Terrifier 2,2023,Filme,1080p,2,True,107,54
terrifier-3,Terrifier 3,2024,Filme,1080p,2,True,107,54
terror-online,Terror Online,2017,Filme,1080p,2,True,109,56
terror-virtual,Terror Virtual,2021,Filme,1080p,2,True,110,57
terror-em-crescent-city,Terror em Crescent City,2024,Filme,1080p,3,True,119,66
terror-em-shelby-oaks,Terror em Shelby Oaks,2025,Filme,1080p,2,True,117,64
terror-na-parada-de-caminhoes,Terror na Parada de Caminhões,2023,Filme,1080p,2,True,125,72
terror-no-hospital-psiquiatrico,Terror no Hospital Psiquiátrico,2024,Filme,1080p,2,True,127,74
terror-no-rio,Terror no Rio,2025,Filme,1080p,4,True,109,56
tese-sobre-uma-domesticacao,Tese Sobre uma Domesticação,2025,Filme,1080p,1,True,123,70
tesouro,Tesouro,2024,Filme,1080p,2,True,103,50
testamento-as-parabolas-recontadas,Testamento: As Parábolas Recontadas,2022,Filme,1080p,2,True,131,78
texano-por-acaso,Texano Por Acaso,2023,Filme,1080p,1,True,112,59
thank-you-next,"Thank You, Next",2023,Filme,1080p,3,True,111,58
the-acolyte,The Acolyte,2024,Série,1080p,0,True,107,54
the-alto-knights-mafia-e-poder,The Alto Knights: Máfia e Poder,2025,Filme,1080p,3,True,127,74
the-art-of-telling-lies,The Art of Telling Lies,2026,Filme,1080p,3,True,119,66
the-beauty-lindos-de-morrer-1a-temporada,The Beauty: Lindos de Morrer 1ª Temporada,2026,Série,1080p,0,True,137,84
the-big-cigar-a-fuga,The Big Cigar: A Fuga,2024,Série,1080p,0,True,117,64
the-blackening-jogo-mortal,The Blackening: Jogo Mortal,2023,Filme,1080p,2,True,123,70
the-blue-angels,The Blue Angels,2024,Filme,1080p,2,True,111,58
the-box,The Box,2024,Filme,1080p,2,True,103,50
the-burden-of-nine-lives,The Burden of Nine Lives,2024,Filme,1080p,2,True,120,67
the-captives,The Captives,2024,Filme,1080p,5,True,108,55
the-choice,The Choice,2024,Filme,1080p,2,True,106,53
the-chosen-1a-temporada,The Chosen 1ª Temporada,2019,Série,1080p,0,True,119,66
the-chosen-2a-temporada,The Chosen 2ª Temporada,2021,Série,1080p,0,True,119,66
the-chosen-3a-temporada,The Chosen 3ª Temporada,2022,Série,1080p,0,True,119,66
the-chosen-4a-temporada,The Chosen 4ª Temporada,2024,Série,1080p,0,True,119,66
the-chosen-5a-temporada,The Chosen 5ª Temporada,2025,Série,1080p,0,True,119,66
the-convert,The Convert,2024,Filme,1080p,2,True,107,54
the-electric-state,The Electric State,2025,Filme,1080p,3,True,114,61
the-end,The End,2024,Filme,1080p,3,True,103,50
the-face-i-can-t-forget,The Face I Can't Forget,2024,Filme,1080p,1,True,119,66
the-first-slam-dunk,The First Slam Dunk,2022,Filme,1080p,3,True,115,62
the-fragrant-flower-blooms-with-dignity-1a-temporada,The Fragrant Flower Blooms with Dignity 1ª Temporada,2025,Série,1080p,0,True,148,95
the-front-room,The Front Room,2024,Filme,1080p,2,True,110,57
the-good-doctor-o-bom-doutor-1a-temporada,The Good Doctor: O Bom Doutor 1ª Temporada,2017,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-2a-temporada,The Good Doctor: O Bom Doutor 2ª Temporada,2018,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-3a-temporada,The Good Doctor: O Bom Doutor 3ª Temporada,2019,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-4a-temporada,The Good Doctor: O Bom Doutor 4ª Temporada,2020,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-5a-temporada,The Good Doctor: O Bom Doutor 5ª Temporada,2021,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-6a-temporada,The Good Doctor: O Bom Doutor 6ª Temporada,2022,Série,1080p,0,True,138,85
the-good-doctor-o-bom-doutor-7a-temporada,The Good Doctor: O Bom Doutor 7ª Temporada,2024,Série,1080p,0,True,138,85
the-great-lillian-hall,The Great Lillian Hall,2025,Filme,1080p,2,True,118,65
the-house,The House,2022,Filme,1080p,4,True,105,52
the-hunting-party-1a-temporada,The Hunting Party 1ª Temporada,2025,Série,1080p,0,True,126,73
the-kill-room-arte-fatal,The Kill Room: Arte Fatal,2023,Filme,1080p,2,True,121,68
the-killer,The Killer,2024,Filme,1080p,3,True,106,53
the-killer-s-game,The Killer's Game,2024,Filme,1080p,3,True,113,60
the-kitchen,The Kitchen,2023,Filme,1080p,4,True,107,54
the-last-stand-of-ellen-cole,The Last Stand of Ellen Cole,2024,Filme,1080p,2,True,124,71
the-last-of-us-1a-temporada,The Last of Us 1ª Temporada,2023,Série,1080p,0,True,123,70
the-last-of-us-2a-temporada,The Last of Us 2ª Temporada,2025,Série,1080p,0,True,123,70
the-librarians-the-next-chapter-1a-temporada,The Librarians: The Next Chapter 1ª Temporada,2025,Série,1080p,0,True,141,88
the-man-in-my-basement,The Man in My Basement,2025,Filme,1080p,3,True,118,65
the-morning-show-1a-temporada,The Morning Show 1ª Temporada,2019,Série,1080p,0,True,125,72
the-morning-show-2a-temporada,The Morning Show 2ª Temporada,2021,Série,1080p,0,True,125,72
the-morning-show-3a-temporada,The Morning Show 3ª Temporada,2023,Série,1080p,0,True,125,72
the-morning-show-4a-temporada,The Morning Show 4ª Temporada,2025,Série,1080p,0,True,125,72
the-mortuary-assistant,The Mortuary Assistant,2026,Filme,1080p,2,True,118,65
the-mountain-within-me,The Mountain Within Me,2024,Filme,1080p,1,True,118,65
the-old-guard,The Old Guard,2020,Filme,1080p,3,True,109,56
the-old-guard-2,The Old Guard 2,2025,Filme,1080p,3,True,111,58
the-old-man-1a-temporada,The Old Man 1ª Temporada,2022,Série,1080p,0,True,120,67
the-old-man-2a-temporada,The Old Man 2ª Temporada,2024,Série,1080p,0,True,120,67
the-pitt-1a-temporada,The Pitt 1ª Temporada,2025,Série,1080p,0,True,117,64
the-plague,The Plague,2025,Filme,1080p,2,True,106,53
the-post-a-guerra-secreta,The Post: A Guerra Secreta,2017,Filme,1080p,3,True,122,69
the-price-of-money-a-largo-winch-adventure,The Price of Money: A Largo Winch Adventure,2024,Filme,1080p,3,True,139,86
the-rainmaker-1a-temporada,The Rainmaker 1ª Temporada,2025,Série,1080p,0,True,122,69
the-red-book-ritual-gates-of-hell,The Red Book Ritual: Gates of Hell,2025,Filme,1080p,1,True,130,77
the-shift-o-deslocamento,The Shift - O Deslocamento,2023,Filme,1080p,1,True,122,69
the-surrender,The Surrender,2025,Filme,1080p,2,True,109,56
the-ugly-stepsister,The Ugly Stepsister,2025,Filme,1080p,2,True,115,62
the-umbrella-academy-1a-temporada,The Umbrella Academy 1ª Temporada,2019,Série,1080p,0,True,129,76
the-umbrella-academy-2a-temporada,The Umbrella Academy 2ª Temporada,2020,Série,1080p,0,True,129,76
the-umbrella-academy-3a-temporada,The Umbrella Academy 3ª Temporada,2022,Série,1080p,0,True,129,76
the-umbrella-academy-4a-temporada,The Umbrella Academy 4ª Temporada,2024,Série,1080p,0,True,129,76
the-volunteers-the-battle-of-life-and-death,The Volunteers: The Battle of Life and Death,2025,Filme,1080p,3,True,140,87
the-walking-dead-daryl-dixon-1a-temporada,The Walking Dead: Daryl Dixon 1ª Temporada,2023,Série,1080p,0,True,138,85
